"Make","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","selling_price_dollars","age","selling_price_binary"
"Maruti",2017,350000,40000,"Petrol","Individual","Manual","First Owner",23.95,998,67.05,5,4550,5,"Yes"
"Volkswagen",2016,560000,35000,"Petrol","Individual","Manual","First Owner",16.2,1199,74,5,7280,6,"Yes"
"Maruti",2017,440000,30000,"Petrol","Individual","Manual","First Owner",20.51,998,67.04,5,5720,5,"Yes"
"Maruti",2011,220000,90000,"Petrol","Individual","Manual","Second Owner",19,998,66.1,5,2860,11,"Yes"
"Maruti",2017,750000,110000,"Diesel","Individual","Manual","Second Owner",28.4,1248,74.02,5,9750,5,"Yes"
"Mahindra",2015,8e+05,140000,"Diesel","Individual","Manual","First Owner",15.1,2179,140,7,10400,7,"No"
"Tata",2007,59259,104000,"Diesel","Individual","Manual","Second Owner",17.2,1396,53.5,5,770.367,15,"Yes"
"Maruti",2018,740000,9000,"Petrol","Individual","Automatic","First Owner",21.4,1197,83.1,5,9620,4,"Yes"
"Maruti",2019,570000,19000,"Petrol","Individual","Automatic","Second Owner",20.89,1197,81.8,5,7410,3,"Yes"
"Maruti",2017,430000,20000,"Petrol","Individual","Automatic","First Owner",20.51,998,67,5,5590,5,"Yes"
"Maruti",2016,8e+05,70000,"Diesel","Individual","Manual","First Owner",24.3,1248,88.5,5,10400,6,"No"
"Hyundai",2015,450000,53000,"Diesel","Individual","Manual","First Owner",24,1120,70,5,5850,7,"Yes"
"Maruti",2013,420000,105000,"Diesel","Individual","Manual","Second Owner",23.4,1248,74,5,5460,9,"Yes"
"Mahindra",2015,750000,16000,"Diesel","Individual","Manual","First Owner",18.06,2523,63,7,9750,7,"Yes"
"Maruti",2019,780000,7200,"Petrol","Individual","Manual","First Owner",21.1,998,100.5,5,10140,3,"No"
"Volkswagen",2011,320000,77000,"Diesel","Individual","Manual","Second Owner",22.07,1199,73.9,5,4160,11,"Yes"
"Mahindra",2017,690000,40000,"Diesel","Individual","Manual","First Owner",25.32,1198,77,6,8970,5,"Yes"
"Maruti",2012,375000,70000,"Diesel","Individual","Manual","Second Owner",19.3,1248,73.9,5,4875,10,"Yes"
"Ford",2017,620000,50000,"Petrol","Individual","Manual","First Owner",18.12,1196,86.8,5,8060,5,"Yes"
"Hyundai",2015,3e+05,85000,"LPG","Individual","Manual","First Owner",13.45,1086,62.1,5,3900,7,"Yes"
"Maruti",2016,370000,58000,"Petrol","Individual","Manual","Second Owner",15.37,1196,73,7,4810,6,"Yes"
"Mahindra",2013,770000,85000,"Diesel","Individual","Manual","First Owner",16.55,2498,105,7,10010,9,"No"
"Hyundai",2014,5e+05,65000,"Petrol","Individual","Manual","First Owner",19.1,1197,81.86,5,6500,8,"Yes"
"Mahindra",2017,450000,120000,"Diesel","Individual","Manual","First Owner",25.32,1198,77,6,5850,5,"Yes"
"Hyundai",2013,195000,50000,"Petrol","Individual","Manual","Second Owner",17.92,1086,62.1,5,2535,9,"Yes"
"Maruti",2018,472000,30000,"Petrol","Individual","Automatic","First Owner",20.51,998,67,5,6136,4,"Yes"
"Maruti",2014,250000,58000,"Petrol","Individual","Manual","Second Owner",23.95,998,67.05,5,3250,8,"Yes"
"Chevrolet",2011,165000,70000,"Diesel","Individual","Manual","Second Owner",25.44,936,57.6,5,2145,11,"Yes"
"Tata",2018,525000,110000,"Diesel","Individual","Manual","Second Owner",20.65,1248,88.7,5,6825,4,"Yes"
"Maruti",2003,145000,65000,"Petrol","Individual","Manual","Third Owner",18.9,998,67.1,5,1885,19,"Yes"
"Tata",2013,325000,1e+05,"Diesel","Individual","Manual","First Owner",22.3,1248,88.8,5,4225,9,"Yes"
"Mahindra",2017,660000,60000,"Diesel","Individual","Manual","Second Owner",16.5,1493,70,7,8580,5,"Yes"
"Ford",2014,310000,90000,"Diesel","Individual","Manual","Second Owner",19.68,1399,67,5,4030,8,"Yes"
"Mahindra",2008,250000,2e+05,"Diesel","Individual","Manual","First Owner",13.6,2523,63,7,3250,14,"Yes"
"Ford",2014,330000,1e+05,"Diesel","Individual","Manual","Second Owner",19.68,1399,67,5,4290,8,"Yes"
"Ford",2012,250000,80000,"Diesel","Individual","Manual","Second Owner",20,1399,68,5,3250,10,"Yes"
"Mahindra",2017,650000,60000,"Diesel","Individual","Automatic","First Owner",17.45,1493,100,7,8450,5,"Yes"
"Maruti",2016,305000,40000,"Petrol","Individual","Manual","First Owner",23.95,998,67.05,5,3965,6,"Yes"
"Maruti",2015,6e+05,50000,"Diesel","Individual","Manual","First Owner",26.21,1248,88.5,5,7800,7,"Yes"
"Maruti",2015,280000,110000,"Petrol","Individual","Manual","First Owner",20.51,998,67.04,5,3640,7,"Yes"
"Tata",2011,153000,50000,"Diesel","Individual","Manual","Second Owner",23.57,1396,70,5,1989,11,"Yes"
"Mahindra",2018,7e+05,30000,"Diesel","Individual","Manual","First Owner",18.49,1493,100,7,9100,4,"Yes"
"Renault",2017,325000,40000,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,4225,5,"Yes"
"Maruti",2016,305000,40000,"Petrol","Individual","Manual","First Owner",23.95,998,67.05,5,3965,6,"Yes"
"Maruti",2006,155000,70000,"Petrol","Individual","Manual","Second Owner",16.1,796,37,4,2015,16,"Yes"
"Maruti",2012,235000,80000,"Petrol","Individual","Manual","Third Owner",20.92,998,67.1,5,3055,10,"Yes"
"Maruti",2016,5e+05,15000,"Petrol","Individual","Manual","First Owner",20.4,1197,81.8,5,6500,6,"Yes"
"Mahindra",2004,120000,150000,"Diesel","Individual","Manual","Second Owner",13.6,2523,63,7,1560,18,"Yes"
"Skoda",2016,675000,88000,"Diesel","Dealer","Automatic","First Owner",21.66,1498,103.52,5,8775,6,"Yes"
"Toyota",2014,950000,80000,"Diesel","Dealer","Manual","First Owner",12.99,2494,100.6,7,12350,8,"No"
"Mahindra",2018,1051000,59865,"Diesel","Dealer","Manual","First Owner",15.1,2179,152.87,7,13663,4,"No"
"Volkswagen",2016,591000,60000,"Diesel","Dealer","Manual","First Owner",21.49,1498,108.5,5,7683,6,"Yes"
"Hyundai",2015,585000,72000,"Diesel","Dealer","Manual","First Owner",22.54,1396,88.73,5,7605,7,"Yes"
"Honda",2017,1025000,68140,"Petrol","Dealer","Automatic","First Owner",18,1497,117.6,5,13325,5,"No"
"Maruti",2014,450000,53190,"Diesel","Dealer","Manual","First Owner",28.4,1248,74,5,5850,8,"Yes"
"Hyundai",2014,484999,70100,"Diesel","Dealer","Manual","First Owner",22.54,1396,88.73,5,6304.987,8,"Yes"
"Honda",2018,650000,47725,"Diesel","Dealer","Manual","First Owner",27.3,1498,98.6,5,8450,4,"Yes"
"Maruti",2014,434999,70195,"Diesel","Dealer","Manual","Second Owner",28.4,1248,74.02,5,5654.987,8,"Yes"
"Ford",2011,195000,77395,"Diesel","Dealer","Manual","Second Owner",20,1399,68,5,2535,11,"Yes"
"Mahindra",2019,1e+06,17000,"Diesel","Dealer","Manual","First Owner",17.3,1497,121,8,13000,3,"No"
"Hyundai",2013,650000,64000,"Diesel","Dealer","Automatic","First Owner",14.62,1498,113.42,5,8450,9,"Yes"
"Chevrolet",2014,190000,74321,"Diesel","Dealer","Manual","First Owner",25.44,936,56.3,5,2470,8,"Yes"
"Maruti",2013,409999,80235,"Diesel","Dealer","Manual","Second Owner",28.4,1248,74.02,5,5329.987,9,"Yes"
"Hyundai",2016,1050000,77150,"Diesel","Dealer","Automatic","First Owner",17.01,1582,126.2,5,13650,6,"No"
"Volkswagen",2015,651000,69000,"Diesel","Dealer","Automatic","First Owner",22.15,1498,108.6,5,8463,7,"Yes"
"Maruti",2015,650000,57000,"Diesel","Dealer","Manual","First Owner",23.65,1248,88.5,5,8450,7,"Yes"
"Skoda",2017,750000,89000,"Diesel","Dealer","Manual","First Owner",21.14,1498,103.6,5,9750,5,"Yes"
"Volkswagen",2012,799000,61100,"Diesel","Dealer","Automatic","First Owner",14.3,1968,140,5,10387,10,"No"
"Skoda",2010,355000,116000,"Diesel","Individual","Manual","First Owner",18.7,1896,66,5,4615,12,"Yes"
"Hyundai",2015,6e+05,80000,"Diesel","Individual","Manual","First Owner",23.9,1582,126.32,5,7800,7,"Yes"
"Maruti",2018,685000,26000,"Diesel","Individual","Manual","First Owner",28.4,1248,74,5,8905,4,"Yes"
"Maruti",2018,509999,1e+05,"Diesel","Individual","Manual","First Owner",28.4,1248,74,5,6629.987,4,"Yes"
"Maruti",2012,150000,82300,"CNG","Individual","Manual","Second Owner",26.83,796,38.4,5,1950,10,"Yes"
"Maruti",2017,650000,82050,"Diesel","Individual","Manual","First Owner",19.3,1248,73.9,5,8450,5,"Yes"
"Mahindra",2012,675000,120000,"Diesel","Individual","Manual","Second Owner",15.1,2179,140,7,8775,10,"Yes"
"Renault",2018,319000,30000,"Petrol","Individual","Automatic","First Owner",24.04,999,67,5,4147,4,"Yes"
"Honda",2019,640000,6000,"Petrol","Individual","Manual","First Owner",19.5,1199,88.76,5,8320,3,"Yes"
"Hyundai",2017,650000,30000,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,8450,5,"Yes"
"Maruti",2015,650000,70000,"Diesel","Individual","Manual","First Owner",20.77,1248,88.76,7,8450,7,"Yes"
"Maruti",2010,155000,70000,"CNG","Individual","Manual","Second Owner",26.83,796,38.4,5,2015,12,"Yes"
"Maruti",2015,650000,70000,"Diesel","Individual","Manual","First Owner",20.77,1248,88.76,7,8450,7,"Yes"
"Maruti",2008,175000,120000,"Diesel","Individual","Manual","First Owner",17.8,1248,75,5,2275,14,"Yes"
"Hyundai",2014,375000,76000,"Diesel","Individual","Manual","Third Owner",24,1120,70,5,4875,8,"Yes"
"Hyundai",2014,430000,80000,"Diesel","Individual","Manual","Second Owner",24,1120,70,5,5590,8,"Yes"
"Tata",2008,65000,110000,"Diesel","Individual","Manual","Second Owner",17.2,1396,53.5,5,845,14,"Yes"
"Hyundai",2009,150000,70000,"Petrol","Individual","Manual","Third Owner",13.2,1495,94,5,1950,13,"Yes"
"Hyundai",2019,620000,13000,"Petrol","Individual","Manual","First Owner",17.19,1197,81.86,5,8060,3,"Yes"
"Ford",2013,250000,60000,"Petrol","Individual","Manual","Second Owner",14.09,1596,99.6,5,3250,9,"Yes"
"Maruti",2011,275000,165000,"Diesel","Individual","Manual","First Owner",21.1,1248,73.9,5,3575,11,"Yes"
"Chevrolet",2013,454000,120000,"Diesel","Individual","Manual","Second Owner",13.58,2499,72.4,10,5902,9,"Yes"
"Mahindra",2017,6e+05,30000,"Diesel","Individual","Manual","Second Owner",18.49,1493,100,7,7800,5,"Yes"
"Volkswagen",2011,4e+05,1e+05,"Diesel","Individual","Manual","Second Owner",20.54,1598,103.6,5,5200,11,"Yes"
"Mahindra",2007,180000,187000,"Diesel","Individual","Manual","Second Owner",19.2,1461,65,5,2340,15,"Yes"
"Maruti",2016,750000,70000,"Diesel","Individual","Manual","First Owner",24.3,1248,88.5,5,9750,6,"Yes"
"Maruti",2016,5e+05,40000,"Petrol","Individual","Manual","First Owner",20.4,1197,81.8,5,6500,6,"Yes"
"Audi",2017,2825000,22000,"Diesel","Dealer","Automatic","First Owner",15.73,1968,174.33,5,36725,5,"No"
"Honda",2020,2125000,5500,"Diesel","Dealer","Manual","First Owner",26.8,1597,118,5,27625,2,"No"
"BMW",2018,3350000,18000,"Diesel","Dealer","Automatic","First Owner",19.62,1998,190,5,43550,4,"No"
"Honda",2019,840000,1500,"Petrol","Individual","Automatic","First Owner",18.2,1199,88.7,5,10920,3,"No"
"Honda",2015,1e+06,46000,"Diesel","Individual","Manual","First Owner",24.5,1498,98.6,7,13000,7,"No"
"Maruti",2017,740000,24400,"Diesel","Individual","Manual","First Owner",27.39,1248,74,5,9620,5,"Yes"
"Volkswagen",2018,1290000,29899,"Diesel","Dealer","Automatic","First Owner",22.15,1498,108.6,5,16770,4,"No"
"Toyota",2018,1800000,20000,"Diesel","Dealer","Automatic","First Owner",11.36,2755,171.5,8,23400,4,"No"
"Hyundai",2020,775000,2000,"Petrol","Dealer","Manual","First Owner",20.7,1197,81.86,5,10075,2,"No"
"Renault",2017,695000,34000,"Diesel","Dealer","Manual","First Owner",21.04,1461,83.8,8,9035,5,"Yes"
"Hyundai",2018,730000,31000,"Petrol","Dealer","Automatic","First Owner",17.4,1197,81.86,5,9490,4,"Yes"
"Chevrolet",2016,1295000,46000,"Diesel","Dealer","Automatic","Second Owner",11.45,2776,197.2,7,16835,6,"No"
"Other",2016,1160000,121000,"Diesel","Dealer","Automatic","First Owner",12.08,2999,161,7,15080,6,"No"
"Mercedes-Benz",2017,3300000,60000,"Diesel","Dealer","Automatic","First Owner",0,1950,194,5,42900,5,"No"
"Hyundai",2018,540000,7000,"Petrol","Dealer","Manual","First Owner",20.3,1086,68,5,7020,4,"Yes"
"Maruti",2016,434999,10000,"Petrol","Dealer","Automatic","First Owner",23.1,998,67.04,5,5654.987,6,"Yes"
"Mercedes-Benz",2018,4600000,6000,"Diesel","Dealer","Automatic","First Owner",17.9,2143,170,5,59800,4,"No"
"Other",2018,910000,20000,"Diesel","Dealer","Manual","First Owner",17,2596,80.8,5,11830,4,"No"
"Hyundai",2015,850000,59235,"Diesel","Dealer","Manual","First Owner",19.67,1582,126.2,5,11050,7,"No"
"BMW",2019,5800000,21000,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,75400,3,"No"
"Honda",2014,520000,48000,"Diesel","Individual","Manual","First Owner",25.8,1498,98.6,5,6760,8,"Yes"
"Mahindra",2018,650000,114000,"Diesel","Individual","Manual","First Owner",14.95,2489,93.7,7,8450,4,"Yes"
"Maruti",2011,430000,120000,"Diesel","Individual","Manual","Second Owner",19.3,1248,73.9,5,5590,11,"Yes"
"Hyundai",2013,360000,144000,"Diesel","Individual","Manual","First Owner",21.9,1396,88.8,5,4680,9,"Yes"
"Hyundai",2013,350000,144000,"Diesel","Individual","Manual","First Owner",21.9,1396,88.8,5,4550,9,"Yes"
"Maruti",2016,791000,190000,"Diesel","Individual","Manual","First Owner",24.3,1248,88.5,5,10283,6,"No"
"Toyota",2015,950000,190000,"Diesel","Individual","Manual","Second Owner",12.99,2494,100.6,7,12350,7,"No"
"Maruti",2019,690000,20000,"Diesel","Individual","Manual","First Owner",28.4,1248,74,5,8970,3,"Yes"
"Hyundai",2017,860000,40000,"Diesel","Individual","Manual","Second Owner",22,1582,126.2,5,11180,5,"No"
"Maruti",2012,371000,1e+05,"Diesel","Individual","Manual","First Owner",19.3,1248,73.9,5,4823,10,"Yes"
"Tata",2008,45000,60000,"Diesel","Individual","Manual","Second Owner",16.8,1405,68,5,585,14,"Yes"
"Ford",2006,55000,201000,"Diesel","Individual","Manual","First Owner",17.8,1399,68,5,715,16,"Yes"
"Volkswagen",2011,240000,110000,"Diesel","Individual","Manual","First Owner",20.54,1598,103.6,5,3120,11,"Yes"
"Maruti",2014,495000,77215,"Diesel","Individual","Manual","Second Owner",25.2,1248,74,5,6435,8,"Yes"
"Honda",2015,671000,48228,"Petrol","Dealer","Manual","First Owner",18.7,1199,88.7,5,8723,7,"Yes"
"Maruti",2017,693000,58559,"Diesel","Dealer","Manual","First Owner",25.2,1248,74,5,9009,5,"Yes"
"Honda",2016,802999,50856,"Diesel","Dealer","Manual","First Owner",26,1498,98.6,5,10438.987,6,"No"
"Honda",2017,890000,18300,"Petrol","Individual","Manual","First Owner",17.8,1497,117.3,5,11570,5,"No"
"Maruti",2015,495000,59292,"Diesel","Dealer","Manual","First Owner",28.4,1248,74,5,6435,7,"Yes"
"Maruti",2018,545000,10000,"Petrol","Dealer","Automatic","First Owner",23.1,998,67.04,5,7085,4,"Yes"
"Maruti",2018,775000,21147,"Petrol","Dealer","Automatic","First Owner",21.4,1197,83.1,5,10075,4,"No"
"Honda",2017,925000,69000,"Diesel","Dealer","Manual","First Owner",25.6,1498,97.9,5,12025,5,"No"
"Mahindra",2019,1450000,10000,"Diesel","Individual","Manual","First Owner",17.3,1497,121,7,18850,3,"No"
"Maruti",2018,790000,16000,"Diesel","Dealer","Automatic","First Owner",28.4,1248,74,5,10270,4,"No"
"Toyota",2017,1789999,36000,"Diesel","Dealer","Manual","First Owner",13.68,2393,147.8,8,23269.987,5,"No"
"Maruti",2017,620000,37000,"Petrol","Dealer","Manual","First Owner",21.01,1197,81.8,5,8060,5,"Yes"
"Maruti",2016,375000,61173,"Diesel","Dealer","Manual","First Owner",27.62,793,47,5,4875,6,"Yes"
"Audi",2016,2450000,30000,"Diesel","Dealer","Automatic","First Owner",18.25,1968,187.74,5,31850,6,"No"
"Mahindra",2014,850000,75000,"Diesel","Dealer","Manual","First Owner",15.1,2179,140,7,11050,8,"No"
"Maruti",2017,750000,51000,"Petrol","Dealer","Automatic","First Owner",19.56,1197,81.8,5,9750,5,"Yes"
"Maruti",2018,775000,17000,"Petrol","Dealer","Manual","First Owner",21.01,1197,81.8,5,10075,4,"No"
"Maruti",2008,260000,1e+05,"Diesel","Individual","Manual","Second Owner",17.8,1248,75,5,3380,14,"Yes"
"Audi",2013,2e+06,35000,"Diesel","Individual","Automatic","Second Owner",17.68,1968,174.33,5,26000,9,"No"
"Hyundai",2017,3e+05,10000,"Petrol","Individual","Manual","First Owner",21.1,814,55.2,5,3900,5,"Yes"
"Mahindra",2016,1300000,91567,"Diesel","Individual","Automatic","Third Owner",16,2179,140,7,16900,6,"No"
"Maruti",2017,380000,50000,"Petrol","Individual","Manual","First Owner",23.1,998,67.04,5,4940,5,"Yes"
"Hyundai",2017,480000,60000,"Petrol","Individual","Manual","First Owner",18.9,1197,81.86,5,6240,5,"Yes"
"Maruti",2016,240000,35000,"Petrol","Individual","Manual","Second Owner",22.74,796,47.3,5,3120,6,"Yes"
"Hyundai",2014,5e+05,33400,"Petrol","Individual","Manual","First Owner",17.43,1396,105.5,5,6500,8,"Yes"
"Maruti",2015,420000,36000,"Petrol","Individual","Manual","First Owner",20.4,1197,83.11,5,5460,7,"Yes"
"Ford",2011,130000,180000,"Diesel","Individual","Manual","Second Owner",20,1399,68,5,1690,11,"Yes"
"Maruti",2012,110000,80000,"Petrol","Individual","Manual","First Owner",20.92,998,67.1,5,1430,10,"Yes"
"Maruti",2007,120000,120000,"Petrol","Individual","Manual","Second Owner",19.7,796,46.3,5,1560,15,"Yes"
"Maruti",2017,7e+05,80000,"Diesel","Individual","Automatic","First Owner",28.4,1248,74.02,5,9100,5,"Yes"
"Maruti",2018,550000,120000,"Diesel","Individual","Manual","First Owner",28.4,1248,74.02,5,7150,4,"Yes"
"Tata",2014,190000,110000,"Diesel","Individual","Manual","Second Owner",19.09,1405,69.01,5,2470,8,"Yes"
"Toyota",2018,665000,70000,"Diesel","Individual","Manual","First Owner",23.59,1364,67.04,5,8645,4,"Yes"
"Mahindra",2014,445000,120000,"Diesel","Individual","Manual","Second Owner",14.95,2489,93.7,7,5785,8,"Yes"
"Hyundai",2012,340000,92686,"Diesel","Dealer","Manual","Second Owner",21.9,1396,88.76,5,4420,10,"Yes"
"Hyundai",2009,330000,180000,"Diesel","Individual","Manual","First Owner",13.6,1991,142,5,4290,13,"Yes"
"Tata",2012,270000,80000,"Diesel","Individual","Manual","First Owner",21.02,1248,88.76,5,3510,10,"Yes"
"Mahindra",2015,1044999,70000,"Diesel","Individual","Automatic","First Owner",16,2179,140,7,13584.987,7,"No"
"Maruti",2009,279000,117000,"Diesel","Individual","Manual","First Owner",17.8,1248,75,5,3627,13,"Yes"
"Ford",2018,620000,15000,"Petrol","Individual","Manual","First Owner",20.4,1194,94.93,5,8060,4,"Yes"
"Skoda",2007,250000,1e+05,"Diesel","Individual","Manual","Second Owner",16.6,1896,122.4,5,3250,15,"Yes"
"Hyundai",2012,475000,83000,"Petrol","Individual","Automatic","First Owner",15.74,1591,121.3,5,6175,10,"Yes"
"Chevrolet",2016,750000,67600,"Diesel","Individual","Automatic","First Owner",14.81,1998,163.7,5,9750,6,"Yes"
"Mitsubishi",2015,1250000,160000,"Diesel","Individual","Manual","Second Owner",13.5,2477,178,7,16250,7,"No"
"Hyundai",2014,250000,80000,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,3250,8,"Yes"
"Honda",2013,445000,1e+05,"Diesel","Individual","Manual","First Owner",25.8,1498,98.6,5,5785,9,"Yes"
"Volkswagen",2010,4e+05,1e+05,"Diesel","Individual","Manual","First Owner",15,1896,105,5,5200,12,"Yes"
"Hyundai",2010,350000,90000,"Diesel","Individual","Manual","Second Owner",23,1396,90,5,4550,12,"Yes"
"Skoda",2012,295000,140000,"Diesel","Individual","Manual","First Owner",20.5,1598,103.5,5,3835,10,"Yes"
"Maruti",2018,6e+05,25000,"Petrol","Individual","Manual","First Owner",21.21,1197,81.8,5,7800,4,"Yes"
"Toyota",2018,1650000,20000,"Diesel","Individual","Manual","First Owner",13.68,2393,147.8,8,21450,4,"No"
"Maruti",2012,1e+05,30000,"Petrol","Individual","Manual","First Owner",16.1,796,37,4,1300,10,"Yes"
"Ford",2018,690000,13000,"Petrol","Individual","Manual","First Owner",20.4,1194,94.93,5,8970,4,"Yes"
"Hyundai",2018,710000,42000,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,9230,4,"Yes"
"Hyundai",2018,350000,10000,"Petrol","Individual","Manual","Second Owner",20.3,998,68.05,5,4550,4,"Yes"
"Maruti",2012,220000,13000,"Petrol","Individual","Manual","First Owner",20.92,998,67.1,5,2860,10,"Yes"
"Renault",2019,7e+05,6500,"Petrol","Individual","Manual","First Owner",20,999,72,7,9100,3,"Yes"
"Hyundai",2013,198000,49500,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,2574,9,"Yes"
"Hyundai",2011,350000,50000,"Diesel","Individual","Manual","First Owner",23,1396,90,5,4550,11,"Yes"
"Tata",2011,210000,175000,"Diesel","Individual","Manual","Second Owner",23.57,1396,70,5,2730,11,"Yes"
"Tata",2011,210000,175000,"Diesel","Individual","Manual","Second Owner",23.03,1396,69,5,2730,11,"Yes"
"Maruti",2014,375000,110000,"Diesel","Individual","Manual","Third Owner",23.2,1248,73.94,5,4875,8,"Yes"
"Maruti",2012,380000,112048,"Petrol","Individual","Manual","Second Owner",17.5,1298,85.8,5,4940,10,"Yes"
"Honda",2010,360000,98000,"Petrol","Individual","Manual","Third Owner",17,1497,118,5,4680,12,"Yes"
"Mahindra",2015,944999,41000,"Diesel","Individual","Manual","First Owner",15.1,2179,140,7,12284.987,7,"No"
"Chevrolet",2016,620000,120000,"Diesel","Individual","Manual","First Owner",13.58,2499,72.4,10,8060,6,"Yes"
"Toyota",2018,780000,116000,"Diesel","Individual","Manual","First Owner",23.59,1364,67.05,5,10140,4,"No"
"Maruti",2020,445000,1000,"Petrol","Individual","Manual","First Owner",21.21,1197,81.8,5,5785,2,"Yes"
"Hyundai",2018,575000,15000,"Petrol","Individual","Automatic","First Owner",17.36,1197,81.86,5,7475,4,"Yes"
